image_name,image_width,image_height,top_x,top_y,bottom_x,bottom_y
Indian Number Plates/licensed_car73.jpeg,650,435,0.24769230769230702,0.420689655172413,0.453846153846153,0.5287356321839081
Indian Number Plates/licensed_car74.jpeg,500,372,0.318,0.438172043010752,0.686,0.60752688172043
Indian Number Plates/licensed_car75.jpeg,600,337,0.688333333333333,0.42729970326409406,0.866666666666666,0.5519287833827891
Indian Number Plates/licensed_car76.jpeg,500,378,0.29,0.5291005291005291,0.65,0.6613756613756611
Indian Number Plates/licensed_car77.jpeg,927,309,0.488673139158576,0.35598705501618105,0.891046386192017,0.7831715210355981
Indian Number Plates/licensed_car78.jpeg,452,274,0.34070796460176905,0.507299270072992,0.65929203539823,0.7080291970802921
Indian Number Plates/licensed_car79.jpeg,1024,768,0.5458984375,0.595052083333333,0.828125,0.704427083333333
Indian Number Plates/licensed_car80.jpeg,445,349,0.14606741573033702,0.395415472779369,0.7977528089887641,0.716332378223495
Indian Number Plates/licensed_car81.jpeg,480,480,0.6979166666666661,0.6354166666666661,0.9833333333333331,0.7645833333333331
Indian Number Plates/licensed_car82.jpeg,425,290,0.22117647058823503,0.162068965517241,0.8470588235294111,0.7655172413793101
Indian Number Plates/licensed_car83.jpeg,500,281,0.4,0.469750889679715,0.6880000000000001,0.637010676156583
Indian Number Plates/licensed_car84.jpeg,371,396,0.27762803234501304,0.527777777777777,0.6954177897574121,0.696969696969697
Indian Number Plates/licensed_car85.jpeg,500,457,0.292,0.5120350109409191,0.728,0.693654266958424
Indian Number Plates/licensed_car86.jpeg,441,363,0.453514739229024,0.5096418732782371,0.816326530612244,0.724517906336088
Indian Number Plates/licensed_car87.jpeg,1800,1200,0.4360228198859,0.5427872860635691,0.599837000814995,0.618581907090464
Indian Number Plates/licensed_car88.jpeg,1800,1200,0.5615321923390381,0.47555012224938803,0.792176039119804,0.6210268948655251
Indian Number Plates/licensed_car89.jpeg,2285,1714,0.37000814995925,0.469565217391304,0.69682151589242,0.572826086956521
Indian Number Plates/licensed_car90.jpeg,462,290,0.6796536796536791,0.358620689655172,0.8311688311688311,0.510344827586206
Indian Number Plates/licensed_car91.jpeg,1000,562,0.606,0.512455516014234,0.782,0.629893238434163
Indian Number Plates/licensed_car92.jpeg,441,451,0.34240362811791303,0.784922394678492,0.6870748299319721,0.9445676274944561
Indian Number Plates/licensed_car93.jpeg,377,244,0.15384615384615302,0.6147540983606551,0.45358090185676303,0.844262295081967
Indian Number Plates/licensed_car94.jpeg,740,490,0.397297297297297,0.43265306122448904,0.612162162162162,0.538775510204081
Indian Number Plates/licensed_car95.jpeg,959,959,0.314911366006256,0.437956204379562,0.699687174139728,0.556830031282586
Indian Number Plates/licensed_car96.jpeg,900,350,0.35000000000000003,0.551428571428571,0.663333333333333,0.765714285714285
Indian Number Plates/licensed_car97.jpeg,350,196,0.35142857142857103,0.596938775510204,0.631428571428571,0.8673469387755101
Indian Number Plates/licensed_car98.jpeg,248,177,0.10483870967741901,0.361581920903954,0.8629032258064511,0.8361581920903951
Indian Number Plates/licensed_car99.jpeg,500,291,0.202,0.40206185567010305,0.516,0.6563573883161511
Indian Number Plates/licensed_car100.jpeg,248,177,0.11693548387096701,0.29943502824858703,0.919354838709677,0.915254237288135
Indian Number Plates/licensed_car101.jpeg,248,177,0.08467741935483801,0.31638418079096003,0.915322580645161,0.8700564971751411
Indian Number Plates/licensed_car102.jpeg,500,282,0.256,0.26241134751773004,0.722,0.716312056737588
Indian Number Plates/licensed_car103.jpeg,2592,1936,0.115729421352893,0.09825327510917001,0.9038304808475951,0.37008733624454104
Indian Number Plates/licensed_car104.jpeg,660,322,0.477272727272727,0.5714285714285711,0.6954545454545451,0.6863354037267081
Indian Number Plates/licensed_car105.jpeg,750,562,0.016,0.190391459074733,0.9293333333333331,0.711743772241992
Indian Number Plates/licensed_car106.jpeg,660,440,0.348484848484848,0.425,0.49545454545454504,0.56590909090909
Indian Number Plates/licensed_car107.jpeg,350,217,0.111428571428571,0.17050691244239602,0.902857142857142,0.8755760368663591
Indian Number Plates/licensed_car108.jpeg,622,379,0.06270096463022501,0.10290237467018401,0.9115755627009641,0.8970976253298151
Indian Number Plates/licensed_car109.jpeg,498,313,0.08433734939759001,0.26198083067092603,0.827309236947791,0.594249201277955
Indian Number Plates/licensed_car110.jpeg,450,600,0.046666666666666,0.28333333333333305,0.9155555555555551,0.665
Indian Number Plates/licensed_car111.jpeg,800,600,0.06625,0.296666666666666,0.9287500000000001,0.5416666666666661
Indian Number Plates/licensed_car112.jpeg,500,375,0.044,0.133333333333333,0.998,0.965333333333333
Indian Number Plates/licensed_car113.jpeg,570,400,0.028070175438596003,0.3025,0.842105263157894,0.71
Indian Number Plates/licensed_car114.jpeg,557,520,0.333931777378815,0.673076923076923,0.6858168761220821,0.8038461538461531
Indian Number Plates/licensed_car115.jpeg,600,450,0.08,0.164444444444444,0.9983333333333331,0.417777777777777
Indian Number Plates/licensed_car116.jpeg,600,450,0.191666666666666,0.28,0.87,0.724444444444444
Indian Number Plates/licensed_car117.jpeg,600,450,0.26833333333333304,0.257777777777777,0.721666666666666,0.553333333333333
Indian Number Plates/licensed_car118.jpeg,480,360,0.25625000000000003,0.36666666666666603,0.679166666666666,0.672222222222222
Indian Number Plates/licensed_car119.jpeg,480,360,0.027083333333333,0.177777777777777,0.9812500000000001,0.447222222222222
Indian Number Plates/licensed_car120.jpeg,496,287,0.27419354838709603,0.536585365853658,0.76008064516129,0.7665505226480831
Indian Number Plates/licensed_car121.jpeg,443,332,0.06094808126410801,0.11144578313253001,0.9683972911963881,0.39156626506024
Indian Number Plates/licensed_car122.jpeg,250,166,0.024,0.198795180722891,0.88,0.7469879518072281
Indian Number Plates/licensed_car123.jpeg,700,525,0.381428571428571,0.6133333333333331,0.7128571428571421,0.782857142857142
Indian Number Plates/licensed_car124.jpeg,400,300,0.3375,0.39333333333333304,0.8,0.6566666666666661
Indian Number Plates/licensed_car125.jpeg,500,333,0.334,0.3003003003003,0.7000000000000001,0.49249249249249205
Indian Number Plates/licensed_car126.jpeg,640,555,0.6921875,0.45945945945945904,0.9984375,0.6252252252252251
Indian Number Plates/licensed_car127.jpeg,610,338,0.31475409836065504,0.162721893491124,0.9967213114754091,0.618343195266272
Indian Number Plates/licensed_car128.jpeg,500,306,0.312,0.32026143790849604,0.598,0.503267973856209
Indian Number Plates/licensed_car129.jpeg,500,350,0.276,0.391428571428571,0.756,0.5942857142857141
Indian Number Plates/licensed_car130.jpeg,500,139,0.028,0.09352517985611501,0.998,0.834532374100719
Indian Number Plates/licensed_car131.jpeg,660,432,0.34393939393939305,0.414351851851851,0.5787878787878781,0.527777777777777
Indian Number Plates/licensed_car132.jpeg,647,404,0.301391035548686,0.48762376237623706,0.47140649149922703,0.636138613861386
Indian Number Plates/licensed_car133.jpeg,500,415,0.40800000000000003,0.648192771084337,0.714,0.9132530120481921
Indian Number Plates/licensed_car134.jpeg,602,339,0.17774086378737503,0.451327433628318,0.423588039867109,0.6076696165191741
Indian Number Plates/licensed_car135.jpeg,602,370,0.212624584717607,0.762162162162162,0.509966777408637,0.867567567567567
Indian Number Plates/licensed_car136.jpeg,500,332,0.31,0.605421686746987,0.656,0.825301204819277
Indian Number Plates/licensed_car137.jpeg,583,450,0.307032590051458,0.5822222222222221,0.677530017152658,0.748888888888888
Indian Number Plates/licensed_car138.jpeg,450,417,0.28222222222222204,0.6954436450839321,0.6866666666666661,0.877697841726618
Indian Number Plates/licensed_car139.jpeg,505,343,0.047524752475247005,0.6034985422740521,0.293069306930693,0.737609329446064
Indian Number Plates/licensed_car140.jpeg,389,267,0.560411311053984,0.5767790262172281,0.809768637532133,0.6966292134831461
Indian Number Plates/licensed_car141.jpeg,500,274,0.292,0.48905109489051,0.79,0.715328467153284
Indian Number Plates/licensed_car142.jpeg,800,485,0.7975,0.694845360824742,0.93625,0.7979381443298971
Indian Number Plates/licensed_car143.jpeg,484,456,0.36776859504132203,0.44956140350877105,0.7231404958677681,0.600877192982456
Indian Number Plates/licensed_car144.jpeg,500,376,0.22,0.492021276595744,0.876,0.7393617021276591
Indian Number Plates/licensed_car145.jpeg,960,720,0.32916666666666605,0.384722222222222,0.74375,0.5361111111111111
Indian Number Plates/licensed_car146.jpeg,600,337,0.315,0.38575667655786305,0.595,0.540059347181008
Indian Number Plates/licensed_car147.jpeg,600,337,0.27,0.6735905044510381,0.52,0.8130563798219581
Indian Number Plates/licensed_car148.jpeg,600,337,0.191666666666666,0.765578635014836,0.6916666666666661,0.9881305637982191
Indian Number Plates/licensed_car149.jpeg,506,407,0.353754940711462,0.651105651105651,0.6798418972332011,0.7886977886977881
Indian Number Plates/licensed_car150.jpeg,500,430,0.278,0.560465116279069,0.684,0.730232558139534
Indian Number Plates/licensed_car151.jpeg,350,197,0.271428571428571,0.48730964467005006,0.5714285714285711,0.7157360406091371
Indian Number Plates/licensed_car152.jpeg,350,467,0.342857142857142,0.565310492505353,0.657142857142857,0.640256959314775
Indian Number Plates/licensed_car153.jpeg,350,263,0.26,0.524714828897338,0.508571428571428,0.6463878326996191
Indian Number Plates/licensed_car154.jpeg,591,479,0.301184433164128,0.45511482254697205,0.6751269035532991,0.620041753653444
Indian Number Plates/licensed_car155.jpeg,960,720,0.328125,0.388888888888888,0.9145833333333331,0.5458333333333331
Indian Number Plates/licensed_car156.jpeg,700,419,0.505714285714285,0.45823389021479705,0.8371428571428571,0.6873508353221951
Indian Number Plates/licensed_car157.jpeg,387,317,0.162790697674418,0.40063091482649804,0.751937984496124,0.706624605678233
Indian Number Plates/licensed_car158.jpeg,500,537,0.166,0.063314711359404,0.738,0.8994413407821221
Indian Number Plates/licensed_car159.jpeg,1280,720,0.28524857375713103,0.34057971014492705,0.606356968215158,0.6652173913043471
Indian Number Plates/licensed_car160.jpeg,1920,1080,0.529747351263243,0.5695652173913041,0.662591687041564,0.627536231884057
Indian Number Plates/licensed_car161.jpeg,570,444,0.45438596491228006,0.48198198198198205,0.5719298245614031,0.5923423423423421
Indian Number Plates/licensed_car162.jpeg,320,180,0.26875000000000004,0.1,0.746875,0.322222222222222
Indian Number Plates/licensed_car163.jpeg,600,398,0.568333333333333,0.57537688442211,0.85,0.7889447236180901
Indian Number Plates/licensed_car164.jpeg,650,493,0.35846153846153805,0.7525354969574031,0.656923076923076,0.8722109533468551
Indian Number Plates/licensed_car165.jpeg,650,400,0.17692307692307602,0.4325,0.489230769230769,0.6000000000000001
Indian Number Plates/licensed_car166.jpeg,320,180,0.05625,0.18888888888888802,1.0,0.8777777777777771
Indian Number Plates/licensed_car167.jpeg,650,572,0.44307692307692303,0.526223776223776,0.8984615384615381,0.699300699300699
Indian Number Plates/licensed_car168.jpeg,642,336,0.341121495327102,0.41964285714285704,0.67601246105919,0.5863095238095231
Indian Number Plates/licensed_car169.jpeg,250,250,0.048,0.264,0.996,0.796
Indian Number Plates/licensed_car170.jpeg,2000,1500,0.277913610431947,0.29456521739130404,0.872860635696821,0.7195652173913041
Indian Number Plates/licensed_car171.jpeg,1300,924,0.30480847595762,0.729357798165137,0.615321923390383,0.8474770642201831
Indian Number Plates/licensed_car172.jpeg,500,155,0.032,0.05161290322580601,0.99,0.864516129032258
Indian Number Plates/licensed_car173.jpeg,500,268,0.442,0.455223880597014,0.862,0.686567164179104
Indian Number Plates/licensed_car174.jpeg,500,234,0.418,0.35470085470085405,0.896,0.6837606837606831
Indian Number Plates/licensed_car175.jpeg,503,495,0.264413518886679,0.44040404040404,0.9701789264413511,0.8565656565656561
Indian Number Plates/licensed_car176.jpeg,400,300,0.325,0.603333333333333,0.6575000000000001,0.75
Indian Number Plates/licensed_car177.jpeg,400,300,0.09,0.41000000000000003,0.275,0.55
Indian Number Plates/licensed_car178.jpeg,725,408,0.33103448275862,0.644607843137254,0.44,0.7892156862745091
Indian Number Plates/licensed_car179.jpeg,1024,685,0.3798828125,0.656934306569343,0.5859375,0.7430656934306571
Indian Number Plates/licensed_car180.jpeg,696,388,0.31465517241379304,0.337628865979381,0.701149425287356,0.5025773195876281
Indian Number Plates/licensed_car181.jpeg,800,533,0.35625,0.47279549718574104,0.6212500000000001,0.600375234521576
Indian Number Plates/licensed_car182.jpeg,586,331,0.31228668941979504,0.61631419939577,0.43515358361774703,0.703927492447129
Indian Number Plates/licensed_car183.jpeg,500,344,0.338,0.7558139534883721,0.716,0.8662790697674411
Indian Number Plates/licensed_car184.jpeg,500,271,0.2,0.546125461254612,0.518,0.767527675276752
Indian Number Plates/licensed_car185.jpeg,541,423,0.38077634011090505,0.6430260047281321,0.648798521256931,0.7659574468085101
Indian Number Plates/licensed_car186.jpeg,600,337,0.32833333333333303,0.5519287833827891,0.675,0.6943620178041541
Indian Number Plates/licensed_car187.jpeg,600,400,0.38833333333333303,0.445,0.591666666666666,0.56
Indian Number Plates/licensed_car188.jpeg,1266,453,0.6218418907905461,0.533029612756264,0.8272208638956801,0.6674259681093391
Indian Number Plates/licensed_car189.jpeg,678,475,0.24483775811209402,0.421052631578947,0.8436578171091441,0.7452631578947361
Indian Number Plates/licensed_car190.jpeg,350,263,0.328571428571428,0.32699619771863103,0.648571428571428,0.44486692015209106
Indian Number Plates/licensed_car191.jpeg,960,1280,0.346875,0.7296874999999999,0.672916666666666,0.8296874999999999
Indian Number Plates/licensed_car192.jpeg,1250,703,0.427872860635696,0.5420289855072461,0.6226568867155661,0.6739130434782601
Indian Number Plates/licensed_car193.jpeg,250,250,0.012,0.088,1.0,0.756
Indian Number Plates/licensed_car194.jpeg,300,225,0.293333333333333,0.44,0.45333333333333303,0.568888888888888
Indian Number Plates/licensed_car195.jpeg,361,308,0.221606648199445,0.409090909090909,0.5512465373961211,0.597402597402597
Indian Number Plates/licensed_car196.jpeg,531,512,0.295668549905838,0.5234375,0.6365348399246701,0.66015625
Indian Number Plates/licensed_car197.jpeg,300,404,0.373333333333333,0.30693069306930604,0.7766666666666661,0.48019801980198
Indian Number Plates/licensed_car198.jpeg,600,337,0.325,0.5905044510385751,0.46666666666666606,0.6943620178041541
Indian Number Plates/licensed_car199.jpeg,704,330,0.7954545454545451,0.624242424242424,0.9517045454545451,0.757575757575757
Indian Number Plates/licensed_car200.jpeg,654,380,0.030581039755351,0.6421052631578941,0.152905198776758,0.839473684210526
Indian Number Plates/licensed_car201.jpeg,630,353,0.39841269841269805,0.5297450424929171,0.595238095238095,0.662889518413597
Indian Number Plates/licensed_car202.jpeg,500,333,0.198,0.6156156156156151,0.8180000000000001,0.9339339339339341
Indian Number Plates/licensed_car203.jpeg,600,430,0.406666666666666,0.5348837209302321,0.6283333333333331,0.7069767441860461
Indian Number Plates/licensed_car204.jpeg,442,333,0.361990950226244,0.633633633633633,0.644796380090497,0.7897897897897891
Indian Number Plates/licensed_car205.jpeg,602,339,0.166112956810631,0.460176991150442,0.44518272425249106,0.640117994100295
Indian Number Plates/licensed_car206.jpeg,500,289,0.726,0.5743944636678201,0.87,0.698961937716263
Indian Number Plates/licensed_car207.jpeg,499,287,0.276553106212424,0.22996515679442503,0.90380761523046,0.540069686411149
Indian Number Plates/licensed_car208.jpeg,500,358,0.308,0.547486033519553,0.754,0.7234636871508381
Indian Number Plates/licensed_car209.jpeg,500,355,0.112,0.622535211267605,0.53,0.8140845070422531
Indian Number Plates/licensed_car210.jpeg,474,354,0.27637130801687704,0.293785310734463,0.8544303797468351,0.6384180790960451
Indian Number Plates/licensed_car211.jpeg,500,250,0.314,0.356,0.764,0.64
Indian Number Plates/licensed_car212.jpeg,500,332,0.28800000000000003,0.34036144578313204,0.6960000000000001,0.599397590361445
Indian Number Plates/licensed_car213.jpeg,509,290,0.24361493123772102,0.379310344827586,0.7858546168958741,0.7137931034482751
Indian Number Plates/licensed_car214.jpeg,500,354,0.28600000000000003,0.689265536723163,0.678,0.9067796610169491
Indian Number Plates/licensed_car215.jpeg,500,448,0.368,0.6808035714285711,0.778,0.8258928571428571
Indian Number Plates/licensed_car216.jpeg,500,336,0.47400000000000003,0.30357142857142805,0.774,0.48214285714285704
Indian Number Plates/licensed_car217.jpeg,450,290,0.246666666666666,0.40344827586206805,0.868888888888888,0.7275862068965511
Indian Number Plates/licensed_car218.jpeg,500,274,0.36,0.41970802919708006,0.76,0.686131386861313
Indian Number Plates/licensed_car219.jpeg,397,247,0.35264483627204,0.627530364372469,0.8261964735516371,0.8582995951417001
Indian Number Plates/licensed_car220.jpeg,418,330,0.13157894736842102,0.5787878787878781,0.46411483253588504,0.7212121212121211
Indian Number Plates/licensed_car221.jpeg,429,450,0.21678321678321602,0.7377777777777771,0.6946386946386941,0.902222222222222
Indian Number Plates/licensed_car222.jpeg,500,333,0.28200000000000003,0.663663663663663,0.7020000000000001,0.8198198198198191
Indian Number Plates/licensed_car223.jpeg,500,335,0.272,0.585074626865671,0.6960000000000001,0.8298507462686561
Indian Number Plates/licensed_car224.jpeg,229,140,0.104803493449781,0.257142857142857,0.8165938864628821,0.7428571428571421
Indian Number Plates/licensed_car225.jpeg,500,393,0.28600000000000003,0.524173027989821,0.804,0.694656488549618
Indian Number Plates/licensed_car226.jpeg,500,291,0.372,0.336769759450171,0.726,0.5326460481099651
Indian Number Plates/licensed_car227.jpeg,400,224,0.25,0.6383928571428571,0.545,0.866071428571428
Indian Number Plates/licensed_car228.jpeg,317,215,0.34384858044164,0.49302325581395307,0.7413249211356461,0.7534883720930231
Indian Number Plates/licensed_car229.jpeg,330,267,0.309090909090909,0.50187265917603,0.7939393939393941,0.7490636704119851
Indian Number Plates/licensed_car230.jpeg,424,249,0.330188679245283,0.5983935742971881,0.764150943396226,0.8835341365461841
Indian Number Plates/licensed_car231.jpeg,249,239,0.052208835341365,0.48953974895397406,0.5903614457831321,0.778242677824267
Indian Number Plates/licensed_car232.jpeg,500,366,0.34400000000000003,0.609289617486338,0.706,0.778688524590163
Indian Number Plates/licensed_car233.jpeg,500,333,0.368,0.45345345345345306,0.616,0.618618618618618
Indian Number Plates/licensed_car234.jpeg,500,332,0.334,0.608433734939759,0.628,0.7680722891566261
Indian Number Plates/licensed_car235.jpeg,586,331,0.29522184300341303,0.6012084592145011,0.44197952218430003,0.719033232628398
Indian Number Plates/licensed_car236.jpeg,395,147,0.040506329113924,0.129251700680272,0.9291139240506321,0.8571428571428571
benchmarks/endtoend/data_all/test_077.jpg,486,345,0.36419753086419754,0.6579710144927536,0.5925925925925926,0.7304347826086957
benchmarks/endtoend/data_all/wts-lg-000064.jpg,1280,800,0.3453125,0.53,0.4203125,0.59
benchmarks/endtoend/data_all/car8.jpg,405,540,0.35802469135802467,0.6037037037037037,0.5259259259259259,0.6666666666666666
benchmarks/endtoend/data_all/wts-lg-000179.jpg,1280,720,0.4984375,0.225,0.55859375,0.2777777777777778
benchmarks/endtoend/data_all/eu5.jpg,1200,767,0.19083333333333333,0.6179921773142112,0.3433333333333333,0.6727509778357236
benchmarks/endtoend/data_all/PJD2685.jpg,1280,1280,0.1703125,0.4875,0.37421875,0.553125
benchmarks/endtoend/data_all/NZP8292.jpg,1280,1280,0.43671875,0.49765625,0.67578125,0.575
benchmarks/endtoend/data_all/test_017.jpg,414,346,0.3285024154589372,0.6820809248554913,0.6038647342995169,0.7572254335260116
benchmarks/endtoend/data_all/wts-lg-000190.jpg,1280,720,0.29609375,0.5958333333333333,0.3734375,0.6638888888888889
benchmarks/endtoend/data_all/wts-lg-000041.jpg,1024,640,0.279296875,0.5984375,0.369140625,0.6703125
benchmarks/endtoend/data_all/OUP1442.jpg,1280,1280,0.4859375,0.56015625,0.65078125,0.61328125
